algo	mean	best	worst	std
ABC	9.827974264950528	4.471811384338881	17.04986376033373	3.0919720334479246
DE	1.07988733464816	3.9968028886505635e-15	7.122500821948673	1.4379747246467878
GA	0.3695041535773077	0.13697130136964164	0.7611516146346244	0.1362255436741605
HRO	7.161840847651934	2.092852088021765	11.043787455004132	2.208301226492892
PSO	13.558803901006268	2.011080088563848	19.96676885453652	8.196492157140145
PRO	0.2526323914398024	0.0014679046019705488	4.3750110310924235	0.8670292206835981
