algo	mean	best	worst	std
ABC	4.644915712620471	1.5712672222416106	7.121996879894039	1.46376908440027
DE	1983.1627758941045	4.374285600234037e-06	90002.41350076205	12594.391284585054
GA	109.31715616867542	13.842702543989116	1690.0865710761327	229.7298675921998
HRO	25981.903074155365	102.08561585894805	227513.6753627058	46774.149532880176
PSO	11356353.155232305	217.61810370538288	166230021.22955993	32610004.10019898
PRO	9.412376241977329	8.916218607714802	29.53299566476688	2.875402895478301
